cpg	chr	start	stop
cpg.2607	chr10	3172106	3173068
cpg.2608	chr10	3317822	3318756
cpg.2609	chr10	3331927	3332191
cpg.2610	chr10	3457130	3457690
cpg.2611	chr10	3458140	3458384
cpg.2612	chr10	3458600	3458836
cpg.2613	chr10	3556283	3556738
cpg.2614	chr10	3781597	3781825
cpg.2615	chr10	3784661	3785934
cpg.2616	chr10	4825933	4826605
cpg.2617	chr10	5412468	5413056
cpg.2618	chr10	5446521	5446723
cpg.2619	chr10	5498822	5499552
cpg.2620	chr10	5512379	5512644
cpg.2621	chr10	5525159	5525865
cpg.2622	chr10	5616214	5616559
cpg.2623	chr10	5641685	5641915
cpg.2624	chr10	5648564	5648952
cpg.2625	chr10	5666017	5666835
cpg.2626	chr10	5684492	5685734
cpg.2627	chr10	5812743	5814002
cpg.2628	chr10	5840340	5840672
cpg.2629	chr10	5888951	5890674
cpg.2630	chr10	5976981	5978171
cpg.2631	chr10	6089029	6089811
cpg.2632	chr10	6144557	6145892
cpg.2633	chr10	6163536	6164248
cpg.2634	chr10	6201012	6204494
cpg.2635	chr10	6215211	6215413
cpg.2636	chr10	6220684	6220908
cpg.2637	chr10	6579945	6580680
cpg.2638	chr10	7171880	7172141
cpg.2639	chr10	7367596	7367822
cpg.2640	chr10	7407414	7413250
cpg.2641	chr10	7576414	7576652
cpg.2642	chr10	7579755	7579987
cpg.2643	chr10	7666706	7667140
cpg.2644	chr10	7787625	7788554
cpg.2645	chr10	7818298	7819144
cpg.2646	chr10	8009104	8009378
cpg.2647	chr10	8034039	8035298
cpg.2648	chr10	8035866	8036415
cpg.2649	chr10	8049411	8056366
cpg.2650	chr10	8058421	8058805
cpg.2651	chr10	8513695	8514139
cpg.2652	chr10	9407175	9408246
cpg.2653	chr10	10266195	10266626
cpg.2654	chr10	11017479	11018794
cpg.2655	chr10	11165620	11166017
cpg.2656	chr10	11301342	11301557
cpg.2657	chr10	11344303	11344876
cpg.2658	chr10	11463223	11463767
cpg.2659	chr10	11610835	11611963
cpg.2660	chr10	11742015	11742938
cpg.2661	chr10	11823126	11823985
cpg.2662	chr10	11869555	11870433
cpg.2663	chr10	11894252	11895061
cpg.2664	chr10	12042237	12043432
cpg.2665	chr10	12068701	12069300
cpg.2666	chr10	12129226	12130039
cpg.2667	chr10	12195833	12196378
cpg.2668	chr10	12348803	12350590
cpg.2669	chr10	13001094	13001781
cpg.2670	chr10	13099778	13100493
cpg.2671	chr10	13161436	13161790
cpg.2672	chr10	13299377	13300223
cpg.2673	chr10	13302235	13302498
cpg.2674	chr10	13347205	13348940
cpg.2675	chr10	13471907	13472169
cpg.2676	chr10	13473185	13473427
cpg.2677	chr10	13474165	13474747
cpg.2678	chr10	13528128	13529395
cpg.2679	chr10	13586789	13587266
cpg.2680	chr10	13656562	13657540
cpg.2681	chr10	13891482	13892184
cpg.2682	chr10	14603753	14604706
cpg.2683	chr10	14837770	14839042
cpg.2684	chr10	14878321	14879689
cpg.2685	chr10	14953681	14954432
cpg.2686	chr10	14959273	14959841
cpg.2687	chr10	15088387	15088914
cpg.2688	chr10	15096966	15097852
cpg.2689	chr10	15167825	15168715
cpg.2690	chr10	15212599	15212853
cpg.2691	chr10	15213055	15213288
cpg.2692	chr10	15370420	15371463
cpg.2693	chr10	15719424	15720102
cpg.2694	chr10	15860080	15860403
cpg.2695	chr10	16436804	16437304
cpg.2696	chr10	16519605	16521720
cpg.2697	chr10	16817090	16817976
cpg.2698	chr10	17201305	17201788
cpg.2699	chr10	17228431	17230618
cpg.2700	chr10	17453408	17454722
cpg.2701	chr10	17616666	17617640
cpg.2702	chr10	17644098	17644336
cpg.2703	chr10	18140196	18141291
cpg.2704	chr10	18651599	18651836
cpg.2705	chr10	18659184	18659782
cpg.2706	chr10	18710215	18710461
cpg.2707	chr10	19815522	19817176
cpg.2708	chr10	19817714	19818017
cpg.2709	chr10	21173199	21174879
cpg.2710	chr10	21494269	21497491
cpg.2711	chr10	21499704	21500659
cpg.2712	chr10	21508703	21510412
cpg.2713	chr10	21516268	21517701
cpg.2714	chr10	21525857	21527599
cpg.2715	chr10	21533921	21535481
cpg.2716	chr10	22003045	22003968
cpg.2717	chr10	22229097	22229405
cpg.2718	chr10	22252503	22253810
cpg.2719	chr10	22315978	22316703
cpg.2720	chr10	22320419	22322208
cpg.2721	chr10	22325346	22326005
cpg.2722	chr10	22334421	22336708
cpg.2723	chr10	22340431	22341399
cpg.2724	chr10	22345071	22345933
cpg.2725	chr10	22436562	22437835
cpg.2726	chr10	22475779	22478121
cpg.2727	chr10	22713226	22714398
cpg.2728	chr10	23095632	23096149
cpg.2729	chr10	23172371	23172681
cpg.2730	chr10	23173295	23174960
cpg.2731	chr10	23191768	23193526
cpg.2732	chr10	23194968	23195569
cpg.2733	chr10	23199098	23199614
cpg.2734	chr10	23343836	23344115
cpg.2735	chr10	23438907	23440594
cpg.2736	chr10	23693453	23693660
cpg.2737	chr10	23694437	23696049
cpg.2738	chr10	24722668	24724887
cpg.2739	chr10	24952181	24952852
cpg.2740	chr10	25016389	25017095
cpg.2741	chr10	25174497	25176710
cpg.2742	chr10	25933992	25935093
cpg.2743	chr10	26211678	26212197
cpg.2744	chr10	26215454	26218505
cpg.2745	chr10	26391705	26392222
cpg.2746	chr10	26438132	26439063
cpg.2747	chr10	26566977	26567353
cpg.2748	chr10	26697213	26698159
cpg.2749	chr10	26860237	26861300
cpg.2750	chr10	27100146	27100693
cpg.2751	chr10	27154101	27154476
cpg.2752	chr10	27155204	27155565
cpg.2753	chr10	27240289	27241173
cpg.2754	chr10	27242009	27242434
cpg.2755	chr10	27252368	27252837
cpg.2756	chr10	27258739	27259473
cpg.2757	chr10	27319745	27319963
cpg.2758	chr10	27413439	27414189
cpg.2759	chr10	27504120	27504835
cpg.2760	chr10	27741253	27746282
cpg.2761	chr10	27998389	27999128
cpg.2762	chr10	28302474	28303188
cpg.2763	chr10	28532260	28534163
cpg.2764	chr10	28668479	28669187
cpg.2765	chr10	28676775	28678337
cpg.2766	chr10	28722124	28722524
cpg.2767	chr10	28925122	28925433
cpg.2768	chr10	29409433	29410115
cpg.2769	chr10	29735143	29737148
cpg.2770	chr10	30058670	30059719
cpg.2771	chr10	30349032	30349350
cpg.2772	chr10	30433449	30434778
cpg.2773	chr10	30784906	30785504
cpg.2774	chr10	31031554	31032429
cpg.2775	chr10	31133780	31134387
cpg.2776	chr10	31318298	31321165
cpg.2777	chr10	31603261	31603824
cpg.2778	chr10	31759327	31760495
cpg.2779	chr10	31927973	31928174
cpg.2780	chr10	31928339	31929464
cpg.2781	chr10	32055622	32056642
cpg.2782	chr10	32109908	32110168
cpg.2783	chr10	32346289	32347727
cpg.2784	chr10	32957343	32958779
cpg.2785	chr10	32980583	32980942
cpg.2786	chr10	33334192	33337269
cpg.2787	chr10	34814196	34816315
cpg.2788	chr10	35089906	35090704
cpg.2789	chr10	35126560	35127757
cpg.2790	chr10	35214880	35215093
cpg.2791	chr10	35336121	35337612
cpg.2792	chr10	35607590	35608324
cpg.2793	chr10	35639382	35642965
cpg.2794	chr10	35765194	35765451
cpg.2795	chr10	37125217	37125841
cpg.2796	chr10	37651494	37651746
cpg.2797	chr10	37680208	37681422
cpg.2798	chr10	37780658	37781018
cpg.2799	chr10	37857574	37858176
cpg.2800	chr10	37976147	37976795
cpg.2801	chr10	38010562	38011171
cpg.2802	chr10	38094272	38095034
cpg.2803	chr10	38356184	38356585
cpg.2804	chr10	38402496	38403234
cpg.2805	chr10	38450477	38450776
cpg.2806	chr10	38600255	38601202
cpg.2807	chr10	38729963	38730957
cpg.2808	chr10	38941788	38943106
cpg.2809	chr10	42111033	42113380
cpg.2810	chr10	42149373	42150964
cpg.2811	chr10	42177061	42177984
cpg.2812	chr10	42241838	42243690
cpg.2813	chr10	42367505	42367768
cpg.2814	chr10	42475747	42476386
cpg.2815	chr10	42477304	42477505
cpg.2816	chr10	42552136	42553024
cpg.2817	chr10	42638075	42638702
cpg.2818	chr10	42753075	42755464
cpg.2819	chr10	42782401	42783084
cpg.2820	chr10	42836939	42837369
cpg.2821	chr10	42866104	42866902
cpg.2822	chr10	42898028	42898969
cpg.2823	chr10	42932719	42934012
cpg.2824	chr10	42951427	42951702
cpg.2825	chr10	43076556	43077986
cpg.2826	chr10	43104790	43105717
cpg.2827	chr10	43137518	43138774
cpg.2828	chr10	43202329	43202778
cpg.2829	chr10	43229080	43230165
cpg.2830	chr10	43266475	43267233
cpg.2831	chr10	43304705	43304997
cpg.2832	chr10	43322626	43323156
cpg.2833	chr10	43342339	43342696
cpg.2834	chr10	43350810	43351127
cpg.2835	chr10	43362038	43362757
cpg.2836	chr10	43396098	43397469
cpg.2837	chr10	43407132	43409344
cpg.2838	chr10	43436510	43437224
cpg.2839	chr10	43455436	43455989
cpg.2840	chr10	43573911	43574731
cpg.2841	chr10	43606365	43606918
cpg.2842	chr10	43648408	43649250
cpg.2843	chr10	43667402	43668083
cpg.2844	chr10	43689591	43690684
cpg.2845	chr10	43702854	43703129
cpg.2846	chr10	43728368	43728578
cpg.2847	chr10	44005533	44005822
cpg.2848	chr10	44206436	44206701
cpg.2849	chr10	44292857	44293121
cpg.2850	chr10	44293363	44293672
cpg.2851	chr10	44310697	44311281
cpg.2852	chr10	44384266	44386943
cpg.2853	chr10	44864726	44865078
cpg.2854	chr10	44959347	44960026
cpg.2855	chr10	44974574	44974843
cpg.2856	chr10	44975073	44975285
cpg.2857	chr10	45000827	45001338
cpg.2858	chr10	45198543	45199442
cpg.2859	chr10	45224264	45224755
cpg.2860	chr10	45373270	45374708
cpg.2861	chr10	45418926	45419435
cpg.2862	chr10	45427383	45427927
cpg.2863	chr10	45443178	45444231
cpg.2864	chr10	45594423	45595014
cpg.2865	chr10	45672229	45673194
cpg.2866	chr10	45700003	45700226
cpg.2867	chr10	45726968	45727839
cpg.2868	chr10	45825928	45826142
cpg.2869	chr10	45971895	45972794
cpg.2870	chr10	46023201	46023623
cpg.2871	chr10	46030173	46030750
cpg.2872	chr10	46106177	46106858
cpg.2873	chr10	46131130	46131347
cpg.2874	chr10	46282670	46283264
cpg.2875	chr10	46284441	46285143
cpg.2876	chr10	46358486	46358709
cpg.2877	chr10	46541206	46541532
cpg.2878	chr10	46556321	46557169
cpg.2879	chr10	46578059	46579625
cpg.2880	chr10	46635600	46635847
cpg.2881	chr10	46774385	46775278
cpg.2882	chr10	46786481	46787146
cpg.2883	chr10	46837719	46837942
cpg.2884	chr10	46911235	46911769
cpg.2885	chr10	47300041	47300950
cpg.2886	chr10	47309891	47310694
cpg.2887	chr10	47325393	47325620
cpg.2888	chr10	47349986	47350342
cpg.2889	chr10	47368497	47368756
cpg.2890	chr10	47384164	47384902
cpg.2891	chr10	47461430	47461682
cpg.2892	chr10	47553199	47553892
cpg.2893	chr10	47564945	47566050
cpg.2894	chr10	47705820	47706068
cpg.2895	chr10	47762183	47763749
cpg.2896	chr10	48140094	48140633
cpg.2897	chr10	48306288	48307357
cpg.2898	chr10	48450181	48451158
cpg.2899	chr10	48466200	48466733
cpg.2900	chr10	48479618	48479827
cpg.2901	chr10	48523404	48524593
cpg.2902	chr10	48604807	48605307
cpg.2903	chr10	48655575	48656556
cpg.2904	chr10	49115139	49115690
cpg.2905	chr10	49131845	49132133
cpg.2906	chr10	49326229	49326659
cpg.2907	chr10	49394943	49398737
cpg.2908	chr10	49538588	49539283
cpg.2909	chr10	49609049	49609263
cpg.2910	chr10	49609555	49612310
cpg.2911	chr10	49613441	49613642
cpg.2912	chr10	49614304	49614620
cpg.2913	chr10	49679519	49679816
cpg.2914	chr10	49761612	49762559
cpg.2915	chr10	49768301	49769091
cpg.2916	chr10	49941466	49942365
cpg.2917	chr10	50024834	50025050
cpg.2918	chr10	50067656	50068527
cpg.2919	chr10	50152853	50153175
cpg.2920	chr10	50417964	50418422
cpg.2921	chr10	50622712	50625395
cpg.2922	chr10	50674886	50675106
cpg.2923	chr10	50739632	50740261
cpg.2924	chr10	50991196	50992005
cpg.2925	chr10	51073779	51074992
cpg.2926	chr10	51699491	51699999
cpg.2927	chr10	52314229	52315067
cpg.2928	chr10	52411011	52411218
cpg.2929	chr10	52871451	52871666
cpg.2930	chr10	55628308	55628768
cpg.2931	chr10	55630583	55631455
cpg.2932	chr10	56361298	56361514
cpg.2933	chr10	58106621	58107037
cpg.2934	chr10	58267247	58269481
cpg.2935	chr10	58334971	58335546
cpg.2936	chr10	58384963	58385575
cpg.2937	chr10	58512740	58513696
cpg.2938	chr10	59176067	59177289
cpg.2939	chr10	59362548	59362778
cpg.2940	chr10	59708852	59710241
cpg.2941	chr10	59882069	59882384
cpg.2942	chr10	59905898	59907036
cpg.2943	chr10	60733027	60733618
cpg.2944	chr10	60778212	60779104
cpg.2945	chr10	60943549	60944532
cpg.2946	chr10	61001268	61001837
cpg.2947	chr10	61452737	61453251
cpg.2948	chr10	61662780	61663347
cpg.2949	chr10	61903127	61903540
cpg.2950	chr10	62268282	62268947
cpg.2951	chr10	62374030	62374661
cpg.2952	chr10	62804675	62806058
cpg.2953	chr10	62813411	62813640
cpg.2954	chr10	62814900	62818923
cpg.2955	chr10	63133337	63133576
cpg.2956	chr10	63465110	63466127
cpg.2957	chr10	63521110	63522270
cpg.2958	chr10	63630115	63631075
cpg.2959	chr10	63973507	63973816
cpg.2960	chr10	64170856	64171129
cpg.2961	chr10	65053877	65054303
cpg.2962	chr10	67764085	67764500
cpg.2963	chr10	67849719	67849964
cpg.2964	chr10	67884411	67885420
cpg.2965	chr10	68074656	68075476
cpg.2966	chr10	68231136	68231766
cpg.2967	chr10	68331298	68332816
cpg.2968	chr10	68406449	68407585
cpg.2969	chr10	68471639	68472040
cpg.2970	chr10	68527203	68527639
cpg.2971	chr10	68560373	68561065
cpg.2972	chr10	68720947	68721841
cpg.2973	chr10	68827160	68828452
cpg.2974	chr10	68900769	68901717
cpg.2975	chr10	68956182	68956738
cpg.2976	chr10	68988679	68989578
cpg.2977	chr10	69123907	69124597
cpg.2978	chr10	69180140	69180548
cpg.2979	chr10	69248516	69248722
cpg.2980	chr10	69318190	69319621
cpg.2981	chr10	69408649	69409196
cpg.2982	chr10	69451360	69452024
cpg.2983	chr10	69571693	69571935
cpg.2984	chr10	69572170	69573636
cpg.2985	chr10	69577829	69578919
cpg.2986	chr10	69630134	69630599
cpg.2987	chr10	69801546	69803120
cpg.2988	chr10	70052562	70053937
cpg.2989	chr10	70132336	70133046
cpg.2990	chr10	70145459	70146919
cpg.2991	chr10	70170251	70170831
cpg.2992	chr10	70232658	70233711
cpg.2993	chr10	70255021	70255940
cpg.2994	chr10	70283690	70284130
cpg.2995	chr10	70381804	70382881
cpg.2996	chr10	70404300	70404817
cpg.2997	chr10	70440309	70441612
cpg.2998	chr10	70458244	70458728
cpg.2999	chr10	70477905	70479065
cpg.3000	chr10	70600499	70600825
cpg.3001	chr10	70672486	70672982
cpg.3002	chr10	70815757	70816546
cpg.3003	chr10	70887894	70888573
cpg.3004	chr10	70918549	70918813
cpg.3005	chr10	71212318	71214138
cpg.3006	chr10	71217366	71218017
cpg.3007	chr10	71377214	71377595
cpg.3008	chr10	71396407	71398174
cpg.3009	chr10	71661721	71661945
cpg.3010	chr10	71773334	71773735
cpg.3011	chr10	71850904	71851390
cpg.3012	chr10	71888870	71889198
cpg.3013	chr10	71963953	71965012
cpg.3014	chr10	72007398	72008621
cpg.3015	chr10	72087048	72088475
cpg.3016	chr10	72215913	72216357
cpg.3017	chr10	72261015	72261265
cpg.3018	chr10	72273409	72274940
cpg.3019	chr10	72297677	72298279
cpg.3020	chr10	72319696	72320103
cpg.3021	chr10	72354057	72355034
cpg.3022	chr10	72625709	72626283
cpg.3023	chr10	72692070	72692839
cpg.3024	chr10	73096100	73097227
cpg.3025	chr10	73167884	73168150
cpg.3026	chr10	73246871	73247426
cpg.3027	chr10	73252368	73252773
cpg.3028	chr10	73358447	73358921
cpg.3029	chr10	73413653	73414192
cpg.3030	chr10	73495275	73495817
cpg.3031	chr10	73625324	73626236
cpg.3032	chr10	73647655	73647948
cpg.3033	chr10	73674603	73674826
cpg.3034	chr10	73730189	73730796
cpg.3035	chr10	73732735	73733664
cpg.3036	chr10	73744215	73744464
cpg.3037	chr10	73772212	73773059
cpg.3038	chr10	73781799	73782448
cpg.3039	chr10	73785506	73786151
cpg.3040	chr10	73811124	73812051
cpg.3041	chr10	73839502	73839730
cpg.3042	chr10	73874028	73875038
cpg.3043	chr10	73910938	73911621
cpg.3044	chr10	73997726	73998469
cpg.3045	chr10	74151078	74151722
cpg.3046	chr10	74176459	74177230
cpg.3047	chr10	74813437	74813749
cpg.3048	chr10	74824939	74827078
cpg.3049	chr10	75043782	75044099
cpg.3050	chr10	75111297	75111862
cpg.3051	chr10	75210234	75211244
cpg.3052	chr10	75234134	75236195
cpg.3053	chr10	75294797	75295325
cpg.3054	chr10	75395370	75409842
cpg.3055	chr10	75431303	75431813
cpg.3056	chr10	76112325	76112547
cpg.3057	chr10	77636337	77638737
cpg.3058	chr10	77711204	77711667
cpg.3059	chr10	77925961	77927292
cpg.3060	chr10	78029380	78029683
cpg.3061	chr10	78033736	78034194
cpg.3062	chr10	78303023	78303831
cpg.3063	chr10	78973556	78974256
cpg.3064	chr10	79067007	79070458
cpg.3065	chr10	79242278	79243930
cpg.3066	chr10	79347326	79348191
cpg.3067	chr10	79386202	79386441
cpg.3068	chr10	79444696	79446055
cpg.3069	chr10	79446511	79446770
cpg.3070	chr10	79684407	79684718
cpg.3071	chr10	79700667	79700987
cpg.3072	chr10	79825914	79827215
cpg.3073	chr10	79838795	79839115
cpg.3074	chr10	79904633	79905320
cpg.3075	chr10	79981472	79982537
cpg.3076	chr10	79983371	79983791
cpg.3077	chr10	80078603	80079322
cpg.3078	chr10	80132466	80132908
cpg.3079	chr10	80204925	80205802
cpg.3080	chr10	80207233	80207761
cpg.3081	chr10	80356446	80357364
cpg.3082	chr10	80408308	80409161
cpg.3083	chr10	80453800	80455004
cpg.3084	chr10	80535745	80536436
cpg.3085	chr10	81874293	81875973
cpg.3086	chr10	83564943	83565246
cpg.3087	chr10	84139302	84139884
cpg.3088	chr10	84194443	84195547
cpg.3089	chr10	84237353	84237671
cpg.3090	chr10	84328406	84329177
cpg.3091	chr10	84540643	84541197
cpg.3092	chr10	86262883	86263522
cpg.3093	chr10	86363167	86367607
cpg.3094	chr10	86376887	86377531
cpg.3095	chr10	86389509	86389981
cpg.3096	chr10	86399856	86401860
cpg.3097	chr10	86520878	86522332
cpg.3098	chr10	86535448	86535835
cpg.3099	chr10	86536413	86536862
cpg.3100	chr10	86631989	86632485
cpg.3101	chr10	86711148	86712177
cpg.3102	chr10	86755669	86757460
cpg.3103	chr10	86942558	86943565
cpg.3104	chr10	86968282	86968963
cpg.3105	chr10	86970797	86971875
cpg.3106	chr10	87009677	87009900
cpg.3107	chr10	87094000	87095741
cpg.3108	chr10	87222936	87223205
cpg.3109	chr10	87341958	87343261
cpg.3110	chr10	87355106	87355425
cpg.3111	chr10	87504613	87505614
cpg.3112	chr10	87659589	87660270
cpg.3113	chr10	87817724	87818530
cpg.3114	chr10	87862015	87862839
cpg.3115	chr10	87864120	87864328
cpg.3116	chr10	88582771	88583464
cpg.3117	chr10	88880030	88880866
cpg.3118	chr10	88990536	88991383
cpg.3119	chr10	89207798	89208143
cpg.3120	chr10	89251568	89252107
cpg.3121	chr10	89414648	89415409
cpg.3122	chr10	89535190	89536168
cpg.3123	chr10	89644480	89645291
cpg.3124	chr10	89701142	89701858
cpg.3125	chr10	89837217	89838035
cpg.3126	chr10	90857063	90858277
cpg.3127	chr10	91153633	91153937
cpg.3128	chr10	91162521	91164132
cpg.3129	chr10	91220625	91221208
cpg.3130	chr10	91409730	91410816
cpg.3131	chr10	91632910	91633390
cpg.3132	chr10	91798213	91798942
cpg.3133	chr10	91887295	91887636
cpg.3134	chr10	91908245	91909014
cpg.3135	chr10	91923673	91924082
cpg.3136	chr10	92045755	92046088
cpg.3137	chr10	92239374	92240244
cpg.3138	chr10	92290666	92291655
cpg.3139	chr10	92420558	92420997
cpg.3140	chr10	92573490	92574710
cpg.3141	chr10	92591599	92591858
cpg.3142	chr10	92592910	92593402
cpg.3143	chr10	92688936	92690722
cpg.3144	chr10	92691572	92691980
cpg.3145	chr10	92692443	92692671
cpg.3146	chr10	92695767	92696139
cpg.3147	chr10	92699497	92699834
cpg.3148	chr10	92848280	92849282
cpg.3149	chr10	93060269	93063495
cpg.3150	chr10	93065789	93066563
cpg.3151	chr10	93068345	93069283
cpg.3152	chr10	93071755	93072555
cpg.3153	chr10	93073515	93075499
cpg.3154	chr10	93496376	93496805
cpg.3155	chr10	93566472	93567351
cpg.3156	chr10	93600632	93601630
cpg.3157	chr10	93702403	93702743
cpg.3158	chr10	93893884	93894424
cpg.3159	chr10	93993590	93994444
cpg.3160	chr10	94362783	94363147
cpg.3161	chr10	94402266	94403570
cpg.3162	chr10	94545359	94546136
cpg.3163	chr10	95183438	95183980
cpg.3164	chr10	95290428	95291367
cpg.3165	chr10	95295371	95295691
cpg.3166	chr10	95560667	95561726
cpg.3167	chr10	95656103	95656969
cpg.3168	chr10	95693721	95694256
cpg.3169	chr10	95907486	95908221
cpg.3170	chr10	96043114	96044505
cpg.3171	chr10	96089811	96090338
cpg.3172	chr10	96129879	96130655
cpg.3173	chr10	96384542	96384756
cpg.3174	chr10	96512450	96514182
cpg.3175	chr10	96586292	96587307
cpg.3176	chr10	96720275	96720730
cpg.3177	chr10	96750461	96750670
cpg.3178	chr10	96831950	96833516
cpg.3179	chr10	97043308	97043677
cpg.3180	chr10	97185305	97186482
cpg.3181	chr10	97196237	97196528
cpg.3182	chr10	97292177	97292733
cpg.3183	chr10	97319054	97321291
cpg.3184	chr10	97333649	97335198
cpg.3185	chr10	97401057	97401359
cpg.3186	chr10	97426021	97426537
cpg.3187	chr10	97445719	97446517
cpg.3188	chr10	97498183	97499763
cpg.3189	chr10	97570203	97570447
cpg.3190	chr10	97578232	97578484
cpg.3191	chr10	97633029	97633618
cpg.3192	chr10	97640506	97641225
cpg.3193	chr10	97686939	97687643
cpg.3194	chr10	97713327	97714907
cpg.3195	chr10	97736892	97737694
cpg.3196	chr10	97771406	97772211
cpg.3197	chr10	97849668	97850359
cpg.3198	chr10	97974901	97975339
cpg.3199	chr10	98029857	98031391
cpg.3200	chr10	98134508	98135157
cpg.3201	chr10	98268108	98268751
cpg.3202	chr10	98446549	98447021
cpg.3203	chr10	98467681	98468075
cpg.3204	chr10	99232375	99232930
cpg.3205	chr10	99234063	99234431
cpg.3206	chr10	99329546	99330898
cpg.3207	chr10	99430532	99431168
cpg.3208	chr10	99520184	99520625
cpg.3209	chr10	99521424	99522359
cpg.3210	chr10	99522968	99523177
cpg.3211	chr10	99527405	99528163
cpg.3212	chr10	99530268	99530581
cpg.3213	chr10	99530868	99531421
cpg.3214	chr10	99532679	99533044
cpg.3215	chr10	99533258	99533481
cpg.3216	chr10	99534686	99537946
cpg.3217	chr10	99540240	99541102
cpg.3218	chr10	99619951	99621688
cpg.3219	chr10	99659111	99659832
cpg.3220	chr10	99731923	99732597
cpg.3221	chr10	99840130	99840469
cpg.3222	chr10	100009556	100010241
cpg.3223	chr10	100065204	100065429
cpg.3224	chr10	100115064	100115382
cpg.3225	chr10	100185814	100186150
cpg.3226	chr10	100229370	100229776
cpg.3227	chr10	100267342	100267733
cpg.3228	chr10	100286385	100286875
cpg.3229	chr10	100346425	100347965
cpg.3230	chr10	100373264	100373800
cpg.3231	chr10	100482223	100482802
cpg.3232	chr10	100519405	100519973
cpg.3233	chr10	100529393	100529985
cpg.3234	chr10	100535791	100536153
cpg.3235	chr10	100562075	100562638
cpg.3236	chr10	100562798	100563002
cpg.3237	chr10	100654668	100656723
cpg.3238	chr10	100659390	100659911
cpg.3239	chr10	100670940	100671362
cpg.3240	chr10	100680843	100681254
cpg.3241	chr10	100710049	100710584
cpg.3242	chr10	100713449	100714269
cpg.3243	chr10	100715519	100715822
cpg.3244	chr10	100724023	100724719
cpg.3245	chr10	100729586	100731254
cpg.3246	chr10	100735359	100735856
cpg.3247	chr10	100737397	100737918
cpg.3248	chr10	100738981	100739886
cpg.3249	chr10	100741943	100742475
cpg.3250	chr10	100744156	100746389
cpg.3251	chr10	100747725	100749889
cpg.3252	chr10	100826368	100829867
cpg.3253	chr10	100830365	100830645
cpg.3254	chr10	100912610	100913402
cpg.3255	chr10	100969542	100969953
cpg.3256	chr10	100986776	100987744
cpg.3257	chr10	100989113	100989331
cpg.3258	chr10	100996949	101000041
cpg.3259	chr10	101005448	101005691
cpg.3260	chr10	101006564	101006936
cpg.3261	chr10	101018847	101019165
cpg.3262	chr10	101030020	101030237
cpg.3263	chr10	101031063	101031292
cpg.3264	chr10	101032285	101032509
cpg.3265	chr10	101042876	101043122
cpg.3266	chr10	101048017	101048514
cpg.3267	chr10	101050130	101050525
cpg.3268	chr10	101060731	101063117
cpg.3269	chr10	101066172	101067794
cpg.3270	chr10	101123220	101123794
cpg.3271	chr10	101131253	101132274
cpg.3272	chr10	101133903	101135302
cpg.3273	chr10	101136585	101136908
cpg.3274	chr10	101139420	101139732
cpg.3275	chr10	101140065	101140506
cpg.3276	chr10	101145957	101146936
cpg.3277	chr10	101213743	101213957
cpg.3278	chr10	101216212	101218339
cpg.3279	chr10	101222545	101230435
cpg.3280	chr10	101236277	101236889
cpg.3281	chr10	101284233	101284723
cpg.3282	chr10	101291371	101292353
cpg.3283	chr10	101310534	101310747
cpg.3284	chr10	101353766	101354657
cpg.3285	chr10	101566419	101566955
cpg.3286	chr10	101569569	101569778
cpg.3287	chr10	101570095	101570408
cpg.3288	chr10	101587922	101588458
cpg.3289	chr10	101694222	101695357
cpg.3290	chr10	101775638	101776748
cpg.3291	chr10	101779081	101780231
cpg.3292	chr10	101782954	101783533
cpg.3293	chr10	101817637	101818499
cpg.3294	chr10	101829156	101829497
cpg.3295	chr10	101830529	101830870
cpg.3296	chr10	101840786	101841476
cpg.3297	chr10	101843409	101843669
cpg.3298	chr10	102055745	102056348
cpg.3299	chr10	102065137	102066021
cpg.3300	chr10	102119876	102120360
cpg.3301	chr10	102132902	102133833
cpg.3302	chr10	102151939	102152789
cpg.3303	chr10	102226095	102226489
cpg.3304	chr10	102230456	102232072
cpg.3305	chr10	102240497	102241984
cpg.3306	chr10	102245382	102245835
cpg.3307	chr10	102393972	102395800
cpg.3308	chr10	102399339	102399779
cpg.3309	chr10	102408807	102409396
cpg.3310	chr10	102410411	102411115
cpg.3311	chr10	102418771	102419791
cpg.3312	chr10	102420721	102422285
cpg.3313	chr10	102432227	102432770
cpg.3314	chr10	102450338	102451228
cpg.3315	chr10	102461226	102461530
cpg.3316	chr10	102502467	102502767
cpg.3317	chr10	102503919	102504398
cpg.3318	chr10	102642064	102645211
cpg.3319	chr10	102656798	102657408
cpg.3320	chr10	102713642	102714954
cpg.3321	chr10	102854243	102854569
cpg.3322	chr10	102869281	102869722
cpg.3323	chr10	102917558	102919555
cpg.3324	chr10	103192485	103193475
cpg.3325	chr10	103276871	103278327
cpg.3326	chr10	103350508	103351251
cpg.3327	chr10	103367823	103368706
cpg.3328	chr10	103396063	103396727
cpg.3329	chr10	103452193	103452549
cpg.3330	chr10	103455295	103455703
cpg.3331	chr10	103458209	103458530
cpg.3332	chr10	103473164	103473699
cpg.3333	chr10	103493434	103494671
cpg.3334	chr10	103555250	103555487
cpg.3335	chr10	103584416	103585282
cpg.3336	chr10	103602027	103602431
cpg.3337	chr10	103602792	103603070
cpg.3338	chr10	103660927	103661198
cpg.3339	chr10	103668747	103668955
cpg.3340	chr10	103692580	103693472
cpg.3341	chr10	103854753	103855736
cpg.3342	chr10	103917797	103918607
