gene	chr	start	stop
ZNF248	chr10	37776526	37858106
None	chr10	37858107	37949572
ZNF25	chr10	37949573	37976647
None	chr10	37976648	38010649
ZNF33A	chr10	38010650	38065088
None	chr10	38065089	38094333
ZNF37A-PLD5P1	chr10	38094334	38360098
None	chr10	38360099	42574184
ZNF33B	chr10	42574185	42638570
None	chr10	42638571	42782794
BMS1	chr10	42782795	42834937
None	chr10	42834938	43077063
RET	chr10	43077064	43130351
None	chr10	43130352	43138444
CSGALNACT2	chr10	43138445	43185302
None	chr10	43185303	43194534
RASGEF1A	chr10	43194535	43267065
None	chr10	43267066	43371635
FXYD4	chr10	43371636	43376335
None	chr10	43376336	43385616
HNRNPF	chr10	43385617	43409186
None	chr10	43409187	43436840
ZNF487	chr10	43436841	43483181
None	chr10	43483182	43556343
ZNF239	chr10	43556344	43574618
None	chr10	43574619	43606418
ZNF485	chr10	43606419	43617904
None	chr10	43617905	43643859
ZNF32	chr10	43643860	43648881
None	chr10	43648882	44370164
CXCL12	chr10	44370165	44386493
None	chr10	44386494	44911315
TMEM72	chr10	44911316	44937010
None	chr10	44937011	44959406
RASSF4-DEPP1	chr10	44959407	44995891
None	chr10	44995892	45000922
ZNF22	chr10	45000923	45005326
None	chr10	45005327	45302297
OR13A1	chr10	45302298	45315608
None	chr10	45315609	45374175
ALOX5	chr10	45374176	45446119
None	chr10	45446120	45454584
MARCHF8	chr10	45454585	45594906
None	chr10	45594907	45615499
ZFAND4	chr10	45615500	45672780
None	chr10	45672781	45727199
WASHC2C	chr10	45727200	45792964
None	chr10	45792965	45825593
AGAP4	chr10	45825594	45853875
None	chr10	45853876	45972488
TIMM23	chr10	45972489	46003742
None	chr10	46003743	46005087
NCOA4	chr10	46005088	46030623
None	chr10	46030624	46033306
MSMB	chr10	46033307	46048180
None	chr10	46048181	46286344
ANTXRL	chr10	46286345	46330207
None	chr10	46330208	46375626
ANXA8L1	chr10	46375627	46391784
None	chr10	46391785	46461098
NPY4R	chr10	46461099	46465958
None	chr10	46465959	46541735
GPRIN2	chr10	46541736	46556658
None	chr10	46556659	46578216
SYT15	chr10	46578217	46594173
None	chr10	46594174	46911395
PTPN20	chr10	46911396	47002488
None	chr10	47002489	47300196
GDF10	chr10	47300197	47313577
None	chr10	47313578	47322453
GDF2	chr10	47322454	47327588
None	chr10	47327589	47348362
RBP3	chr10	47348363	47357881
None	chr10	47357882	47365495
ZNF488	chr10	47365496	47384293
None	chr10	47384294	47460161
ANXA8	chr10	47460162	47484158
None	chr10	47484159	47487218
FAM25G	chr10	47487219	47491700
None	chr10	47491701	47501853
AGAP9	chr10	47501854	47523638
None	chr10	47523639	47918738
NPY4R2	chr10	47918739	47923524
None	chr10	47923525	47995321
FAM25C	chr10	47995322	47999791
None	chr10	47999792	48153087
FRMPD2	chr10	48153088	48274696
None	chr10	48274697	48306638
MAPK8	chr10	48306639	48439360
None	chr10	48439361	48446035
ARHGAP22	chr10	48446036	48656265
None	chr10	48656266	48684872
WDFY4-LRRC18	chr10	48684873	48982956
None	chr10	48982957	49014235
VSTM4	chr10	49014236	49115522
None	chr10	49115523	49131153
FAM170B	chr10	49131154	49134021
None	chr10	49134022	49154724
TMEM273	chr10	49154725	49188585
None	chr10	49188586	49299169
C10orf71	chr10	49299170	49327492
None	chr10	49327493	49364065
DRGX	chr10	49364066	49396089
None	chr10	49396090	49454167
ERCC6	chr10	49454168	49539538
None	chr10	49539539	49609094
CHAT-SLC18A3	chr10	49609095	49667942
None	chr10	49667943	49679650
C10orf53	chr10	49679651	49710261
None	chr10	49710262	49734640
OGDHL	chr10	49734641	49762379
None	chr10	49762380	49818278
PARG-TIMM23B-TIMM23B-AGAP6-AGAP6	chr10	49818279	50011654
None	chr10	50011655	50067887
WASHC2A	chr10	50067888	50133509
None	chr10	50133510	50182777
ASAH2	chr10	50182778	50279720
None	chr10	50279721	50305585
SGMS1	chr10	50305586	50625163
None	chr10	50625164	50739317
ASAH2B-A1CF	chr10	50739318	50885675
None	chr10	50885676	50990887
PRKG1-CSTF2T	chr10	50990888	52298423
None	chr10	52298424	52314280
DKK1	chr10	52314281	52318042
None	chr10	52318043	52765379
MBL2	chr10	52765380	52772784
None	chr10	52772785	53802770
PCDH15-MTRNR2L5	chr10	53802771	55627942
None	chr10	55627943	56357226
ZWINT	chr10	56357227	56361273
None	chr10	56361274	58191516
IPMK	chr10	58191517	58267894
None	chr10	58267895	58269161
CISD1	chr10	58269162	58289586
None	chr10	58289587	58334978
UBE2D1	chr10	58334979	58370751
None	chr10	58370752	58385344
TFAM	chr10	58385345	58399220
None	chr10	58399221	58512871
BICC1	chr10	58512872	58831435
None	chr10	58831436	59176642
PHYHIPL-FAM13C	chr10	59176643	59363181
None	chr10	59363182	59650763
SLC16A9	chr10	59650764	59736002
None	chr10	59736003	59736691
MRLN	chr10	59736692	59756041
None	chr10	59756042	59788746
CCDC6	chr10	59788747	59906556
None	chr10	59906557	60026297
ANK3	chr10	60026298	60733490
None	chr10	60733491	60778330
CDK1	chr10	60778331	60794852
None	chr10	60794853	60869437
RHOBTB1	chr10	60869438	61001440
None	chr10	61001441	61406641
TMEM26	chr10	61406642	61453381
None	chr10	61453382	61662928
CABCOCO1	chr10	61662929	61766766
None	chr10	61766767	61901683
ARID5B	chr10	61901684	62096944
None	chr10	62096945	62183034
RTKN2	chr10	62183035	62268844
None	chr10	62268845	62374191
ZNF365	chr10	62374192	62480288
None	chr10	62480289	62804719
ADO	chr10	62804720	62808479
None	chr10	62808480	62811995
EGR2	chr10	62811996	62819167
None	chr10	62819168	63133246
NRBF2	chr10	63133247	63155031
None	chr10	63155032	63167220
JMJD1C-REEP3	chr10	63167221	63625128
None	chr10	63625129	65912456
CTNNA3-LRRTM3	chr10	65912457	67763637
None	chr10	67763638	67796668
DNAJC12	chr10	67796669	67838188
None	chr10	67838189	67884655
SIRT1	chr10	67884656	67918390
None	chr10	67918391	67921898
HERC4	chr10	67921899	68075301
None	chr10	68075302	68087896
MYPN	chr10	68087897	68212017
None	chr10	68212018	68230594
ATOH7	chr10	68230595	68232113
None	chr10	68232114	68282659
PBLD-HNRNPH3-RUFY2	chr10	68282660	68407294
None	chr10	68407295	68414063
DNA2	chr10	68414064	68472121
None	chr10	68472122	68477997
SLC25A16	chr10	68477998	68527523
None	chr10	68527524	68560336
TET1	chr10	68560337	68694487
None	chr10	68694488	68721011
CCAR1	chr10	68721012	68792377
None	chr10	68792378	68827530
STOX1	chr10	68827531	68895432
None	chr10	68895433	68901285
DDX50	chr10	68901286	68946847
None	chr10	68946848	68956134
DDX21	chr10	68956135	68985068
None	chr10	68985069	68988802
KIFBP	chr10	68988803	69043544
None	chr10	69043545	69088102
SRGN	chr10	69088103	69104805
None	chr10	69104806	69123511
VPS26A	chr10	69123512	69174412
None	chr10	69174413	69180233
SUPV3L1	chr10	69180234	69209099
None	chr10	69209100	69220331
HKDC1	chr10	69220332	69267552
None	chr10	69267553	69269983
HK1	chr10	69269984	69401884
None	chr10	69401885	69403902
TACR2	chr10	69403903	69416918
None	chr10	69416919	69451464
TSPAN15	chr10	69451465	69507666
None	chr10	69507667	69571697
NEUROG3	chr10	69571698	69573422
None	chr10	69573423	69630246
FAM241B	chr10	69630247	69633596
None	chr10	69633597	69801879
COL13A1	chr10	69801880	69964275
None	chr10	69964276	70052543
MACROH2A2-AIFM2	chr10	70052544	70132934
None	chr10	70132935	70137980
TYSND1	chr10	70137981	70146700
None	chr10	70146701	70147288
SAR1A	chr10	70147289	70170523
None	chr10	70170524	70202834
PPA1	chr10	70202835	70233911
None	chr10	70233912	70247328
NPFFR1	chr10	70247329	70284004
None	chr10	70284005	70298969
LRRC20	chr10	70298970	70382650
None	chr10	70382651	70404144
EIF4EBP2	chr10	70404145	70428618
None	chr10	70428619	70431935
NODAL	chr10	70431936	70447951
None	chr10	70447952	70478766
PALD1	chr10	70478767	70568450
None	chr10	70568451	70597347
PRF1	chr10	70597348	70602759
None	chr10	70602760	70672505
ADAMTS14	chr10	70672506	70762441
None	chr10	70762442	70771237
TBATA	chr10	70771238	70785401
None	chr10	70785402	70815947
SGPL1	chr10	70815948	70881184
None	chr10	70881185	70882279
PCBD1	chr10	70882280	70888565
None	chr10	70888566	71212569
UNC5B	chr10	71212570	71302864
None	chr10	71302865	71319258
SLC29A3	chr10	71319259	71381423
None	chr10	71381424	71396919
CDH23-C10orf105-VSIR	chr10	71396920	71815947
None	chr10	71815948	71816297
PSAP	chr10	71816298	71851251
None	chr10	71851252	71964394
CHST3	chr10	71964395	72013558
None	chr10	72013559	72059033
SPOCK2	chr10	72059034	72089032
None	chr10	72089033	72096031
ASCC1-ANAPC16	chr10	72096032	72235860
None	chr10	72235861	72273918
DDIT4	chr10	72273919	72276036
None	chr10	72276037	72332829
DNAJB12	chr10	72332830	72355149
None	chr10	72355150	72367339
MICU1	chr10	72367340	72626131
None	chr10	72626132	72692142
MCU	chr10	72692143	72887694
None	chr10	72887695	72893583
OIT3	chr10	72893584	72933036
None	chr10	72933037	72934761
PLA2G12B	chr10	72934762	72954806
None	chr10	72954807	73007216
P4HA1	chr10	73007217	73096974
None	chr10	73096975	73110374
NUDT13-ECD-FAM149B1-DNAJC9	chr10	73110375	73247255
None	chr10	73247256	73248842
MRPS16	chr10	73248843	73252693
None	chr10	73252694	73253761
CFAP70	chr10	73253762	73358864
None	chr10	73358865	73375100
ANXA7	chr10	73375101	73414076
None	chr10	73414077	73423578
MSS51	chr10	73423579	73433561
None	chr10	73433562	73436432
PPP3CB	chr10	73436433	73496024
None	chr10	73496025	73497537
USP54	chr10	73497538	73626117
None	chr10	73626118	73631611
MYOZ1	chr10	73631612	73641474
None	chr10	73641475	73644880
SYNPO2L	chr10	73644881	73663803
None	chr10	73663804	73674286
AGAP5	chr10	73674287	73698109
None	chr10	73698110	73744371
SEC24C	chr10	73744372	73772161
None	chr10	73772162	73772275
FUT11	chr10	73772276	73780251
None	chr10	73780252	73782046
CHCHD1	chr10	73782047	73783652
None	chr10	73783653	73785605
ZSWIM8	chr10	73785606	73801797
None	chr10	73801798	73801910
NDST2	chr10	73801911	73811798
None	chr10	73811799	73812500
CAMK2G	chr10	73812501	73874591
None	chr10	73874592	73909176
PLAU	chr10	73909177	73917496
None	chr10	73917497	73995192
VCL-AP3M1	chr10	73995193	74150842
None	chr10	74150843	74151201
ADK	chr10	74151202	74709963
None	chr10	74709964	74824926
KAT6B	chr10	74824927	75032624
None	chr10	75032625	75037471
DUSP29	chr10	75037472	75073642
None	chr10	75073643	75094431
DUSP13-SAMD8	chr10	75094432	75182123
None	chr10	75182124	75210153
VDAC2	chr10	75210154	75231448
None	chr10	75231449	75233640
COMTD1	chr10	75233641	75236030
None	chr10	75236031	75397829
ZNF503	chr10	75397830	75401764
None	chr10	75401765	75431623
LRMDA	chr10	75431624	76560168
None	chr10	76560169	76869600
KCNMA1	chr10	76869601	77638369
None	chr10	77638370	77790790
DLG5	chr10	77790791	77926755
None	chr10	77926756	77975148
POLR3A	chr10	77975149	78029515
None	chr10	78029516	78033759
RPS24	chr10	78033760	78056813
None	chr10	78056814	79068965
ZMIZ1	chr10	79068966	79316519
None	chr10	79316520	79347468
PPIF	chr10	79347469	79355334
None	chr10	79355335	79382324
ZCCHC24	chr10	79382325	79445624
None	chr10	79445625	79512532
EIF5AL1	chr10	79512533	79516440
None	chr10	79516441	79555851
SFTPA2	chr10	79555852	79560407
None	chr10	79560408	79610938
SFTPA1	chr10	79610939	79615455
None	chr10	79615456	79703226
NUTM2B	chr10	79703227	79714681
None	chr10	79714682	79826738
NUTM2E	chr10	79826739	79850878
None	chr10	79850879	79937466
SFTPD	chr10	79937467	79982614
None	chr10	79982615	80078645
TMEM254	chr10	80078646	80092557
None	chr10	80092558	80131681
PLAC9	chr10	80131682	80145359
None	chr10	80145360	80150888
ANXA11	chr10	80150889	80205572
None	chr10	80205573	80271819
MAT1A	chr10	80271820	80289658
None	chr10	80289659	80336104
DYDC1-DYDC2	chr10	80336105	80368073
None	chr10	80368074	80407828
PRXL2A	chr10	80407829	80437115
None	chr10	80437116	80454165
TSPAN14	chr10	80454166	80533124
None	chr10	80533125	80537901
SH2D4B	chr10	80537902	80646560
None	chr10	80646561	81875193
NRG3	chr10	81875194	82987179
None	chr10	82987180	84139481
GHITM	chr10	84139482	84154841
None	chr10	84154842	84173800
C10orf99	chr10	84173801	84185294
None	chr10	84185295	84194536
CDHR1	chr10	84194537	84219621
None	chr10	84219622	84220570
LRIT2	chr10	84220571	84225544
None	chr10	84225545	84230665
RGR-LRIT1	chr10	84230666	84259960
None	chr10	84259961	84328585
CCSER2	chr10	84328586	84518521
None	chr10	84518522	85599551
GRID1	chr10	85599552	86366795
None	chr10	86366796	86435255
WAPL	chr10	86435256	86521792
None	chr10	86521793	86654517
OPN4	chr10	86654518	86666460
None	chr10	86666461	86666784
LDB3	chr10	86666785	86736072
None	chr10	86736073	86756600
BMPR1A	chr10	86756601	86932825
None	chr10	86932826	86935539
MMRN2-SNCG-ADIRF	chr10	86935540	86983934
None	chr10	86983935	87020293
FAM25A	chr10	87020294	87024730
None	chr10	87024731	87050201
GLUD1-SHLD2	chr10	87050202	87191465
None	chr10	87191466	87225447
NUTM2A	chr10	87225448	87236908
None	chr10	87236909	87357719
NUTM2D	chr10	87357720	87370695
None	chr10	87370696	87504874
MINPP1	chr10	87504875	87553461
None	chr10	87553462	87659612
PAPSS2	chr10	87659613	87747705
None	chr10	87747706	87751511
ATAD1	chr10	87751512	87841361
None	chr10	87841362	87859157
KLLN-PTEN	chr10	87859158	87971930
None	chr10	87971931	88273863
RNLS	chr10	88273864	88584530
None	chr10	88584531	88586752
LIPJ	chr10	88586753	88606976
None	chr10	88606977	88664440
LIPF	chr10	88664441	88678814
None	chr10	88678815	88706248
LIPK	chr10	88706249	88752776
None	chr10	88752777	88759981
LIPN	chr10	88759982	88779626
None	chr10	88779627	88802729
LIPM-ANKRD22	chr10	88802730	88851844
None	chr10	88851845	88879733
STAMBPL1-ACTA2-FAS	chr10	88879734	89029605
None	chr10	89029606	89205628
CH25H	chr10	89205629	89207317
None	chr10	89207318	89213568
LIPA-IFIT2-IFIT3-IFIT1B-IFIT1	chr10	89213569	89414557
None	chr10	89414558	89414567
IFIT5	chr10	89414568	89421605
None	chr10	89421606	89430298
SLC16A12	chr10	89430299	89556641
None	chr10	89556642	89582987
PANK1	chr10	89582988	89645242
None	chr10	89645243	89701589
KIF20B	chr10	89701590	89774939
None	chr10	89774940	90740822
HTR7	chr10	90740823	90858039
None	chr10	90858040	90871951
RPP30	chr10	90871952	90908553
None	chr10	90908554	90912095
ANKRD1	chr10	90912096	90921087
None	chr10	90921088	91163011
PCGF5	chr10	91163012	91284337
None	chr10	91284338	91409279
HECTD2	chr10	91409280	91514829
None	chr10	91514830	91628441
PPP1R3C	chr10	91628442	91633071
None	chr10	91633072	91798425
TNKS2	chr10	91798426	91865475
None	chr10	91865476	91906583
FGFBP3	chr10	91906584	91909486
None	chr10	91909487	91923769
BTAF1	chr10	91923770	92031437
None	chr10	92031438	92046691
CPEB3	chr10	92046692	92291078
None	chr10	92291079	92291166
MARCHF5	chr10	92291167	92353964
None	chr10	92353965	92451683
IDE	chr10	92451684	92574096
None	chr10	92574097	92574104
KIF11	chr10	92574105	92655395
None	chr10	92655396	92689954
HHEX	chr10	92689955	92695647
None	chr10	92695648	92826830
EXOC6	chr10	92826831	93059493
None	chr10	93059494	93060797
CYP26C1	chr10	93060798	93069540
None	chr10	93069541	93073474
CYP26A1	chr10	93073475	93077885
None	chr10	93077886	93306428
MYOF	chr10	93306429	93482334
None	chr10	93482335	93496611
CEP55	chr10	93496612	93529092
None	chr10	93529093	93566664
FFAR4-RBP4	chr10	93566665	93604480
None	chr10	93604481	93612536
PDE6C	chr10	93612537	93666010
None	chr10	93666011	93667882
FRA10AC1	chr10	93667883	93702592
None	chr10	93702593	93757839
LGI1	chr10	93757840	93806272
None	chr10	93806273	93893972
SLC35G1	chr10	93893973	93956062
None	chr10	93956063	93993930
PLCE1	chr10	93993931	94332823
None	chr10	94332824	94333225
NOC3L	chr10	94333226	94362959
None	chr10	94362960	94402540
TBC1D12-HELLS	chr10	94402541	94613905
None	chr10	94613906	94683728
CYP2C18	chr10	94683729	94736190
None	chr10	94736191	94762680
CYP2C19	chr10	94762681	94855547
None	chr10	94855548	94938657
CYP2C9	chr10	94938658	94990091
None	chr10	94990092	95036771
CYP2C8	chr10	95036772	95069497
None	chr10	95069498	95194199
ACSM6	chr10	95194200	95228928
None	chr10	95228929	95237571
PDLIM1	chr10	95237572	95291012
None	chr10	95291013	95311770
SORBS1	chr10	95311771	95561414
None	chr10	95561415	95605940
ALDH18A1	chr10	95605941	95656711
None	chr10	95656712	95659822
TCTN3	chr10	95659823	95694143
None	chr10	95694144	95711778
ENTPD1	chr10	95711779	95877266
None	chr10	95877267	95907602
CC2D2B	chr10	95907603	96033745
None	chr10	96033746	96043393
CCNJ	chr10	96043394	96060870
None	chr10	96060871	96129714
ZNF518A-BLNK	chr10	96129715	96271587
None	chr10	96271588	96304408
DNTT	chr10	96304409	96338564
None	chr10	96338565	96343220
OPALIN	chr10	96343221	96359365
None	chr10	96359366	96364607
TLL2	chr10	96364608	96513926
None	chr10	96513927	96518109
TM9SF3	chr10	96518110	96587452
None	chr10	96587453	96593314
PIK3AP1	chr10	96593315	96720514
None	chr10	96720515	96832253
LCOR	chr10	96832254	96995956
None	chr10	96995957	96998037
SLIT1-ARHGAP19-SLIT1-ARHGAP19	chr10	96998038	97292673
None	chr10	97292674	97319270
FRAT1	chr10	97319271	97321915
None	chr10	97321916	97332496
FRAT2	chr10	97332497	97334729
None	chr10	97334730	97356357
RRP12	chr10	97356358	97426076
None	chr10	97426077	97426190
PGAM1	chr10	97426191	97433444
None	chr10	97433445	97435908
EXOSC1	chr10	97435909	97446017
None	chr10	97446018	97446169
ZDHHC16	chr10	97446170	97457370
None	chr10	97457371	97458323
MMS19	chr10	97458324	97498794
None	chr10	97498795	97498923
UBTD1	chr10	97498924	97571206
None	chr10	97571207	97572498
ANKRD2	chr10	97572499	97583884
None	chr10	97583885	97584322
HOGA1-C10orf62	chr10	97584323	97612802
None	chr10	97612803	97614552
MORN4	chr10	97614553	97633500
None	chr10	97633501	97640685
PI4K2A	chr10	97640686	97676434
None	chr10	97676435	97677423
AVPI1	chr10	97677424	97687241
None	chr10	97687242	97713172
MARVELD1	chr10	97713173	97718150
None	chr10	97718151	97737120
ZFYVE27	chr10	97737121	97760907
None	chr10	97760908	97766750
SFRP5	chr10	97766751	97771999
None	chr10	97772000	97849842
GOLGA7B-CRTAC1	chr10	97849843	98030828
None	chr10	98030829	98134623
R3HCC1L	chr10	98134624	98244897
None	chr10	98244898	98247689
LOXL4	chr10	98247690	98268194
None	chr10	98268195	98383564
PYROXD2	chr10	98383565	98415182
None	chr10	98415183	98416197
HPS1	chr10	98416198	98446935
None	chr10	98446936	98457076
HPSE2	chr10	98457077	99235862
None	chr10	99235863	99329355
CNNM1	chr10	99329356	99394330
None	chr10	99394331	99396869
GOT1	chr10	99396870	99430624
None	chr10	99430625	99532941
NKX2-3	chr10	99532942	99536524
None	chr10	99536525	99610521
SLC25A28	chr10	99610522	99620609
None	chr10	99620610	99659508
ENTPD7-CUTC-COX15	chr10	99659509	99756134
None	chr10	99756135	99782639
ABCC2	chr10	99782640	99852594
None	chr10	99852595	99875576
DNMBP	chr10	99875577	100009947
None	chr10	100009948	100042192
CPN1	chr10	100042193	100081869
None	chr10	100081870	100150093
ERLIN1	chr10	100150094	100186033
None	chr10	100186034	100188299
CHUK	chr10	100188300	100229596
None	chr10	100229597	100232297
CWF19L1	chr10	100232298	100267680
None	chr10	100267681	100273279
BLOC1S2	chr10	100273280	100286680
None	chr10	100286681	100288148
PKD2L1	chr10	100288149	100330264
None	chr10	100330265	100347232
SCD	chr10	100347233	100364826
None	chr10	100364827	100463008
WNT8B	chr10	100463009	100483744
None	chr10	100483745	100486645
SEC31B	chr10	100486646	100519864
None	chr10	100519865	100523739
NDUFB8-HIF1AN	chr10	100523740	100559998
None	chr10	100559999	100735395
PAX2	chr10	100735396	100829944
None	chr10	100829945	100912962
SLF2	chr10	100912963	100965134
None	chr10	100965135	100969457
MRPL43-SEMA4G-TWNK	chr10	100969458	100994403
None	chr10	100994404	100996617
LZTS2-PDZD7-SFXN3	chr10	100996618	101041244
None	chr10	101041245	101061988
KAZALD1	chr10	101061989	101068131
None	chr10	101068132	101131299
TLX1	chr10	101131300	101137789
None	chr10	101137790	101226993
LBX1	chr10	101226994	101229463
None	chr10	101229464	101354032
BTRC	chr10	101354033	101557321
None	chr10	101557322	101570559
DPCD-POLL	chr10	101570560	101609662
None	chr10	101609663	101610663
FBXW4	chr10	101610664	101695295
None	chr10	101695296	101770108
FGF8	chr10	101770109	101780371
None	chr10	101780372	101781324
NPM3	chr10	101781325	101783413
None	chr10	101783414	101784442
OGA	chr10	101784443	101818465
None	chr10	101818466	101825973
KCNIP2	chr10	101825974	101843920
None	chr10	101843921	101845598
ARMH3	chr10	101845599	102056193
None	chr10	102056194	102065348
HPS6	chr10	102065349	102068036
None	chr10	102068037	102106488
LDB1	chr10	102106489	102120368
None	chr10	102120369	102132993
PPRC1	chr10	102132994	102150333
None	chr10	102150334	102152175
NOLC1	chr10	102152176	102163871
None	chr10	102163872	102226298
ELOVL3	chr10	102226299	102229589
None	chr10	102229590	102230185
PITX3	chr10	102230186	102241512
None	chr10	102241513	102245370
GBF1	chr10	102245371	102382899
None	chr10	102382900	102394109
NFKB2	chr10	102394110	102402524
None	chr10	102402525	102402616
PSD-FBXL15	chr10	102402617	102423136
None	chr10	102423137	102423244
CUEDC2	chr10	102423245	102432584
None	chr10	102432585	102449836
C10orf95	chr10	102449837	102451543
None	chr10	102451544	102461394
MFSD13A-ACTR1A	chr10	102461395	102502712
None	chr10	102502713	102503971
SUFU	chr10	102503972	102633535
None	chr10	102633536	102644478
TRIM8	chr10	102644479	102658318
None	chr10	102658319	102673730
ARL3	chr10	102673731	102714397
None	chr10	102714398	102714537
SFXN2	chr10	102714538	102743492
None	chr10	102743493	102743947
WBP1L-CYP17A1	chr10	102743948	102837472
None	chr10	102837473	102854258
BORCS7-BORCS7-ASMT-AS3MT	chr10	102854259	102901899
None	chr10	102901900	102918293
CNNM2-NT5C2-RPEL1-INA	chr10	102918294	103290346
None	chr10	103290347	103302795
PCGF6	chr10	103302796	103351144
None	chr10	103351145	103367965
TAF5-ATP5MK	chr10	103367966	103396492
None	chr10	103396493	103396625
PDCD11	chr10	103396626	103446294
None	chr10	103446295	103446785
CALHM2	chr10	103446786	103452402
None	chr10	103452403	103453239
CALHM1	chr10	103453240	103458900
None	chr10	103458901	103472803
CALHM3	chr10	103472804	103479240
None	chr10	103479241	103493704
NEURL1	chr10	103493705	103592546
None	chr10	103592547	103594026
SH3PXD2A	chr10	103594027	103855584
None	chr10	103855585	103877568
STN1	chr10	103877569	103918184
None	chr10	103918185	103967139
SLK	chr10	103967140	104029233
None	chr10	104029234	104031285
COL17A1	chr10	104031286	104085880
None	chr10	104085881	104122057
SFR1	chr10	104122058	104126385
None	chr10	104126386	104129887
CFAP43	chr10	104129888	104232364
None	chr10	104232365	104235355
GSTO1	chr10	104235356	104267459
None	chr10	104267460	104268872
GSTO2	chr10	104268873	104304950
None	chr10	104304951	104309697
ITPRIP	chr10	104309698	104338465
None	chr10	104338466	104353832
CFAP58	chr10	104353833	104455102
None	chr10	104455103	104641289
SORCS3	chr10	104641290	105265242
None	chr10	105265243	106573662
SORCS1	chr10	106573663	107164706
None	chr10	107164707	109864765
XPNPEP1	chr10	109864766	109923553
None	chr10	109923554	109996367
ADD3	chr10	109996368	110135565
None	chr10	110135566	110207604
MXI1	chr10	110207605	110287365
None	chr10	110287366	110290729
SMNDC1	chr10	110290730	110304938
None	chr10	110304939	110497906
DUSP5	chr10	110497907	110511533
None	chr10	110511534	110567683
SMC3	chr10	110567684	110606048
None	chr10	110606049	110644335
RBM20	chr10	110644336	110839468
None	chr10	110839469	110871794
PDCD4-BBIP1	chr10	110871795	110919201
None	chr10	110919202	110919366
SHOC2	chr10	110919367	111017307
None	chr10	111017308	111077028
ADRA2A	chr10	111077029	111080907
None	chr10	111080908	112149864
GPAM	chr10	112149865	112215377
None	chr10	112215378	112283399
TECTB	chr10	112283400	112305038
None	chr10	112305039	112374115
ACSL5-ZDHHC6-VTI1A	chr10	112374116	112818744
None	chr10	112818745	112950246
TCF7L2	chr10	112950247	113167678
None	chr10	113167679	113550836
HABP2-NRAP	chr10	113550837	113664070
None	chr10	113664071	113679161
CASP7	chr10	113679162	113730907
None	chr10	113730908	113751261
PLEKHS1	chr10	113751262	113783429
None	chr10	113783430	113834724
DCLRE1A	chr10	113834725	113854383
None	chr10	113854384	113854660
NHLRC2	chr10	113854661	113917194
None	chr10	113917195	114043865
ADRB1	chr10	114043866	114046904
None	chr10	114046905	114120861
CCDC186	chr10	114120862	114174232
None	chr10	114174233	114179269
TDRD1	chr10	114179270	114232304
None	chr10	114232305	114239253
VWA2	chr10	114239254	114294489
None	chr10	114294490	114294823
AFAP1L2	chr10	114294824	114404756
None	chr10	114404757	114431111
ABLIM1	chr10	114431112	114768061
None	chr10	114768062	114821743
FHIP2A	chr10	114821744	114899832
None	chr10	114899833	114938194
TRUB1	chr10	114938195	114977676
None	chr10	114977677	115093364
ATRNL1	chr10	115093365	115948999
None	chr10	115949000	116056924
GFRA1	chr10	116056925	116276803
None	chr10	116276804	116324447
CCDC172	chr10	116324448	116380029
None	chr10	116380030	116427846
PNLIPRP3	chr10	116427847	116477957
None	chr10	116477958	116545930
PNLIP	chr10	116545931	116567855
None	chr10	116567856	116590384
PNLIPRP1	chr10	116590385	116609175
None	chr10	116609176	116663695
C10orf82	chr10	116663696	116670264
None	chr10	116670265	116671191
HSPA12A-ENO4-SHTN1	chr10	116671192	117126586
None	chr10	117126587	117128520
VAX1	chr10	117128521	117138301
None	chr10	117138302	117197488
KCNK18	chr10	117197489	117210299
None	chr10	117210300	117241092
SLC18A2-PDZD8	chr10	117241093	117375440
None	chr10	117375441	117542444
EMX2	chr10	117542445	117549546
None	chr10	117549547	118004915
RAB11FIP2	chr10	118004916	118046941
None	chr10	118046942	118297924
FAM204A	chr10	118297925	118342328
None	chr10	118342329	118589996
PRLHR	chr10	118589997	118595648
None	chr10	118595649	118674166
CACUL1	chr10	118674167	118755249
None	chr10	118755250	119029713
NANOS1-EIF3A	chr10	119029714	119080823
None	chr10	119080824	119104085
DENND10	chr10	119104086	119137984
None	chr10	119137985	119140766
SFXN4	chr10	119140767	119165714
None	chr10	119165715	119167719
PRDX3	chr10	119167720	119178812
None	chr10	119178813	119207570
GRK5	chr10	119207571	119459745
None	chr10	119459746	119499816
RGS10	chr10	119499817	119542719
None	chr10	119542720	119571801
TIAL1	chr10	119571802	119597029
None	chr10	119597030	119651379
BAG3	chr10	119651380	119677819
None	chr10	119677820	119726041
INPP5F	chr10	119726042	119829147
None	chr10	119829148	119829403
MCMBP	chr10	119829404	119892556
None	chr10	119892557	119892729
SEC23IP	chr10	119892730	119944657
None	chr10	119944658	120457226
PLPP4	chr10	120457227	120592065
None	chr10	120592066	120851304
WDR11	chr10	120851305	120909524
None	chr10	120909525	121478331
FGFR2	chr10	121478332	121598458
None	chr10	121598459	121709392
ATE1	chr10	121709393	121928801
None	chr10	121928802	121957090
NSMCE4A	chr10	121957091	121975217
None	chr10	121975218	121989162
TACC2	chr10	121989163	122254545
None	chr10	122254546	122271295
BTBD16	chr10	122271296	122338159
None	chr10	122338160	122374695
PLEKHA1	chr10	122374696	122432354
None	chr10	122432355	122454652
ARMS2	chr10	122454653	122457352
